"Symbol","Currency","Bid","Ask","High","Close","Volume","Currency volume","Conversion Rate","USD Bid Value","USD Ask Value","Bid ARB","Ask ARB"
"vcxUSD","USD",1501,10000,,6500,0,0,"N/A","N/A","N/A",,
"rockUSD","USD",13500.01,16369,14890,14890,0.13,1985.87,"N/A","N/A","N/A",,
"lakeUSD","USD",15857.86,15902.06,15858.96,15850.42,262.79,4076830.68,"N/A","N/A","N/A",,
"localbtcZAR","ZAR",243000,209652.7,689457.05,239999.52,15.8,3202377.54,0.08,19630.18,16936.3,1.29,1.12
"localbtcBRL","BRL",62050,9900,68029.99,55061.9,3.87,201143.01,0.31,19170.77,3058.67,1.26,0.2
"krakenEUR","EUR",12770,12786,12887,12789,5046.08,63502378.17,1.2,15335.77,15354.98,1.01,1.01
"localbtcCAD","CAD",56755.87,18945.86,37643.02,18864.68,10.74,202799.79,0.8,45208.31,15091.13,2.98,0.99
"localbtcNZD","NZD",24349.01,22133.91,37141.86,22123.83,23.24,528368.62,0.71,17233.33,15665.57,1.14,1.03
"localbtcAUD","AUD",57456.54,19382.84,40955.74,24349.46,27.31,573184.59,0.78,44912.38,15151.09,2.96,1
"vcxEUR","EUR",726,6400,,6400,0,0,1.2,871.87,7685.9,0.06,0.51
"localbtcEUR","EUR",37858.96,11627.75,29134.02,14059,50.73,631349.11,1.2,45465.63,13964.01,3,0.92
"bitmarketEUR","EUR",12814.04,13186.35,13318.52,12811.62,5.43,69889.28,1.2,15388.66,15835.77,1.01,1.04
"nevbitPLN","PLN",43836.76,63499.99,55038.07,54964.1,46.83,2528831.34,0.29,12686.46,18377.04,0.84,1.21
"btcdeEUR","EUR",12700.99,12720,16320,12788.2,822.08,10408972.31,1.2,15252.89,15275.72,1.01,1.01
"bitkonanUSD","USD",15290.11,15554,15598.99,15100,1.83,27565.51,"N/A","N/A","N/A",,
"localbtcINR","INR",1427288.5,1005807.33,1701258.93,1037363.37,12.27,13383372.6,0.02,22476.59,15839.21,1.48,1.04
"bitmarketPLN","PLN",53912.17,54500,54998,53912.16,170.81,9214491.5,0.29,15602.3,15772.42,1.03,1.04
"coinbaseUSD","USD",15171.2,15171.21,15400,15369.51,18410.13,276597306.11,"N/A","N/A","N/A",,
"krakenCAD","CAD",18732.5,18999,19490,18999,97.1,1829315.14,0.8,14921.18,15133.46,0.98,1
"coinbaseGBP","GBP",11398.03,11400,11481.97,11449.64,570.68,6403251.27,1.35,15401.49,15404.16,1.02,1.02
"coinbaseEUR","EUR",13016,13016.08,13198,13100,3519.97,45593354.23,1.2,15631.19,15631.29,1.03,1.03
"btcalphaUSD","USD",1000000,0.02,15427,15320,240.34,3598623.95,"N/A","N/A","N/A",,
"rockEUR","EUR",12335.97,12374.96,12390,12373,144.68,1753705.71,1.2,14814.53,14861.35,0.98,0.98
"btccUSD","USD",15200,15847,16499.99,15847,19.72,307674.02,"N/A","N/A","N/A",,
"coincheckJPY","JPY",1811290,1812303,1819880,1811303,26043.78,45706316171.1,0.01,16067.51,16076.49,1.06,1.06
"bitstockCZK","CZK",317001,345000,370000,315025,0.23,75620.21,0.05,14928.94,16247.53,0.98,1.07
"localbtcVND","VND",359654878.12,407608861.87,422472137.96,342831885.08,0.02,6890000,0,15843.83,17956.34,1.04,1.18
"bitxIDR","IDR",226301000,227100000,227997000,225003000,3.65,818948145.44,0,16796.63,16855.93,1.11,1.11
"bitxMYR","MYR",74672,74674,74927,74675,125.86,9225305.64,0.25,18556.56,18557.06,1.22,1.22
"bitxNGN","NGN",5710009,5720000,5767451,5709999,55.52,313044859.13,0,16039.36,16067.42,1.06,1.06
"bitxZAR","ZAR",203999,204000,224188,204000,1080.52,227778846.33,0.08,16479.58,16479.66,1.09,1.09
"krakenJPY","JPY",1792796,1828767,1813590,1813590,3.97,6992006.71,0.01,15903.45,16222.54,1.05,1.07
"cexUSD","USD",16256.54,16259.99,16560.98,16280,1746.29,27913593.51,"N/A","N/A","N/A",,
"cexEUR","EUR",13122.28,13169.77,13270,13172,243.44,3153917.09,1.2,15758.83,15815.86,1.04,1.04
"cexRUB","RUB",931009.72,949990.47,978000,949999.97,5.43,5136343.66,0.02,16280.38,16612.29,1.07,1.09
"coinsbankUSD","USD",14833.87,14900.02,15339.59,14841.2,2074.33,30656188.09,"N/A","N/A","N/A",,
"coinsbankEUR","EUR",12433.04,12600,12967.43,12549.72,1655.78,20355040.27,1.2,14931.1,15131.61,0.98,1
"coinsbankGBP","GBP",10641.3,12000,11803.78,11350.48,1722.11,19032687.07,1.35,14378.97,16214.9,0.95,1.07
"coinsbankRUB","RUB",858300,895200,885400,879000,1594.49,1369767979.42,0.02,15008.92,15654.18,0.99,1.03
"bcEUR","EUR",12675.03,12941.95,13190,12941.95,19.46,249035.19,1.2,15221.71,15542.26,1,1.02
"bitflyerJPY","JPY",1811186,1812000,1814730,1811296,11306.97,19887878392.5,0.01,16066.58,16073.8,1.06,1.06
"chilebitCLP","CLP",10111820,11494990,11497000,11494990,0.07,822109.5,0,16666.92,18946.74,1.1,1.25
"urdubitPKR","PKR",1833968,1850000,1869677,1850000,10.39,18978780.56,0.01,16609.02,16754.21,1.09,1.1
"surbtcVEF","VEF",70600006,81999999,,81999999,0,0,0.1,7077693.42,8220549.63,466.52,541.85
"getbtcUSD","USD",9844.98,9876.69,15593.39,15443.85,649.96,9755257.09,"N/A","N/A","N/A",,
"vbtcVND","VND",371000000,374131000,375041100,371000000,14.25,5209908332.8,0,16343.61,16481.54,1.08,1.09
"foxbitBRL","BRL",52995.02,52999.96,53000,52999.99,425.61,22279725.07,0.31,16373.17,16374.7,1.08,1.08
"btcboxJPY","JPY",1810010,1813000,1817706,1813338,18405.13,32027863084.04,0.01,16056.15,16082.67,1.06,1.06
"zaifJPY","JPY",1832170,1836990,1845000,1831660,5580.67,9841009211.53,0.01,16252.73,16295.48,1.07,1.07
"okcoinUSD","USD",16055.68,16149,16289.02,16150,197.13,3089038.02,"N/A","N/A","N/A",,
"bitmaszynaPLN","PLN",53803.88,53803.89,56248.01,53610.62,2.31,123130.92,0.29,15570.96,15570.97,1.03,1.03
"localbtcVEF","VEF",1502432311125,151595.42,2580978190.73,1965000000,24.36,44644292303.53,0.1,150619750364.46,15197.53,9928005.06,1
"wexUSD","USD",15353,15356,15375,15353,559.9,8385959.23,"N/A","N/A","N/A",,
"coinfalconEUR","EUR",13107.05,13107.05,13300,13107.05,178.03,2300049.4,1.2,15740.54,15740.54,1.04,1.04
"wexEUR","EUR",13050.12,13078.31,13097.14,13097.14,67.05,861041.26,1.2,15672.17,15706.02,1.03,1.04
"wexRUB","RUB",887552.86,893053.32,895600,893432,62.73,55132196.19,0.02,15520.46,15616.64,1.02,1.03
"fiscoJPY","JPY",1831675,1834600,1845000,1827915,5580.77,9841192003.77,0.01,16248.34,16274.28,1.07,1.07
"abucoinsUSD","USD",15726.39,15948.11,15878.39,15870.47,4.45,69958.25,"N/A","N/A","N/A",,
"abucoinsPLN","PLN",54330.98,54720,55456.67,54720,29.78,1611503.39,0.29,15723.51,15836.09,1.04,1.04
"abucoinsEUR","EUR",13091.65,13232.15,13257.41,13178.01,14.68,190323.35,1.2,15722.04,15890.77,1.04,1.05
